"birthName","rdf-schema#label","award_label","birthDate","birthYear","birthPlace_label","deathDate","deathPlace_label","citizenship_label","nationality_label","stateOfOrigin_label","almaMater_label","field_label","22-rdf-syntax-ns#type_label","nobel_prize","corrected_nationality"
"Paul Jozef Crutzen","Paul J. Crutzen","{Tyler Prize for Environmental Achievement|Nobel Prize in Chemistry}","1933-12-03","1933-01-01T00:00:00+02:00","{Amsterdam|Netherlands}","NULL","NULL","NULL","NULL","NULL","NULL","{Chemistry|Physics}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|Acquirer109764201|Advocate109774783|CausalAgent100007347|Chemist109913824|Climatologist109929202|CommandingOfficer109941964|Expert109617867|Honoree110183757|Laureate110249011|LivingThing100004258|MilitaryOfficer110317007|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Serviceman110582746|SkilledWorker110605985|Whole100003553|Worker109632518|YagoLegalActorGeo|Climatologists|CommandersOfTheOrderOfTheNetherlandsLion|DutchChemists|DutchNobelLaureates|PhysicalEntity100001930|SustainabilityAdvocates|NobelLaureatesInChemistry|PeopleFromAmsterdam|YagoLegalActor}","Nobel Prize in Chemistry","NULL"
"NULL","Peter Mansfield","{Royal Society|Nobel Prize in Physiology or Medicine|Orders decorations and medals of the United Kingdom}","1933-10-09","1933-01-01T00:00:00+02:00","{England|London|Lambeth}","NULL","NULL","United Kingdom","United Kingdom","NULL","{Queen Mary University of London|University of London}","NULL","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|Academician109759069|AcademicsOfTheUniversityOfNottingham|Acquirer109764201|Adult109605289|AlumniOfQueenMaryUniversityOfLondon|Alumnus109786338|Associate109816771|Biophysicist109856267|Biophysicists|BritishNobelLaureates|CausalAgent100007347|Colleague109935990|Creator109614315|Educator110045713|Honoree110183757|Intellectual109621545|Inventor110214637|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|EnglishInventors|EnglishPhysicists|FellowsOfTheRoyalSociety|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PeopleFromPeckham|YagoLegalActor}","Nobel Prize in Physiology or Medicine","NULL"
"NULL","Heinrich Rohrer","{Nobel Prize in Physics|Elliott Cresson Medal}","1933-06-06","1933-01-01T00:00:00+02:00","{St. Gallen|Buchs St. Gallen}","2013-05-16","Wollerau","NULL","Switzerland","NULL","NULL","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|Microscopist110313872|Microscopists|Acquirer109764201|Alumnus109786338|CausalAgent100007347|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|ETHZurichAlumni|ExperimentalPhysicists|PhysicalEntity100001930|SwissNobelLaureates|SwissPhysicists|NobelLaureatesInPhysics|YagoLegalActor}","Nobel Prize in Physics","NULL"
"NULL","Edmund Phelps","{Legion of Honour|Nobel Memorial Prize in Economic Sciences}","1933-07-26","1933-01-01T00:00:00+02:00","Evanston Illinois","NULL","NULL","NULL","United States","NULL","{Amherst College|Yale University}","Macroeconomics","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GuggenheimFellows|LivingPeople|Macroeconomist110279392|Macroeconomists|YaleUniversityAlumni|Acquirer109764201|Alumnus109786338|AmericanEconomists|AmericanNobelLaureates|AmherstCollegeAlumni|Associate109816771|CausalAgent100007347|Colleague109935990|Economist110043643|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|SocialScientist110619642|Whole100003553|YagoLegalActorGeo|FellowsOfTheEconometricSociety|PhysicalEntity100001930|NobelLaureatesInEconomics|PeopleFromEvanstonIllinois|PeopleFromWestchesterCountyNewYork|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences","NULL"
"John Bertrand Gurdon","John Gurdon","{Albert Lasker Award for Basic Medical Research|Nobel Prize in Physiology or Medicine|Wolf Prize in Medicine}","1933-10-02","1933-01-01T00:00:00+02:00","{Hampshire|Hart District}","NULL","NULL","NULL","United Kingdom","NULL","Christ Church Oxford","Developmental biology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|FullerianProfessorsOfPhysiology|LivingPeople|MastersOfMagdaleneCollegeCambridge|Academician109759069|Adult109605289|Agnostic109779124|AlumniOfChristChurchOxford|Alumnus109786338|Artist109812338|Associate109816771|Biologist109855630|BritishAgnostics|BritishBiologists|CausalAgent100007347|Colleague109935990|Contestant109613191|Creator109614315|Educator110045713|Golfer110136959|Intellectual109621545|LivingThing100004258|Maestro110280130|Medalist110304914|Object100002684|Organism100004475|Peer109626238|Person100007846|Player110439851|Professional110480253|Professor110480730|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|FellowsOfChurchillCollegeCambridge|FellowsOfTheRoyalSociety|PhysicalEntity100001930|RoyalMedalWinners|YagoLegalActor}","Nobel Prize in Physiology or Medicine","NULL"
"NULL","Richard R. Ernst","Nobel Prize in Chemistry","1933-08-14","1933-01-01T00:00:00+02:00","{Switzerland|Winterthur}","NULL","NULL","NULL","Switzerland","NULL","NULL","{Chemistry|Physics}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|LivingPeople|Acquirer109764201|Alumnus109786338|Associate109816771|Atheist109820044|CausalAgent100007347|Chemist109913824|Colleague109935990|Disbeliever110015897|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|NonreligiousPerson109625789|Object100002684|Organism100004475|Peer109626238|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|ETHZurichAlumni|FellowsOfBangladeshAcademyOfSciences|PhysicalEntity100001930|SwissAtheists|SwissChemists|SwissNobelLaureates|NobelLaureatesInChemistry|PeopleFromTheCantonOfZurich|YagoLegalActor}","Nobel Prize in Chemistry","NULL"
"NULL","Robert Curl","Nobel Prize in Chemistry","1933-08-23","1933-01-01T00:00:00+02:00","{Alice Texas|United States}","NULL","NULL","NULL","NULL","NULL","{Rice University|University of California Berkeley}","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|LivingPeople|Acquirer109764201|Alumnus109786338|AmericanChemists|AmericanNobelLaureates|CausalAgent100007347|Chemist109913824|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|RiceUniversityAlumni|NobelLaureatesInChemistry|PeopleFromAliceTexas|YagoLegalActor}","Nobel Prize in Chemistry","NULL"
"NULL","Amartya Sen","{Bharat Ratna|National Humanities Medal|Nobel Memorial Prize in Economic Sciences}","1933-11-03","1933-01-01T00:00:00+02:00","{India|West Bengal|Santiniketan|Bengal Presidency|British Raj}","NULL","NULL","NULL","NULL","NULL","{Presidency University Kolkata|Trinity College Cambridge}","{Welfare economics|Development economics}","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HonoraryFellowsOfDarwinCollegeCambridge|IndianAcademics|IndianAtheists|IndianEconomists|IndianNobelLaureates|IndianPeopleOfBangladeshiDescent|LivingPeople|MastersOfTrinityCollegeCambridge|TrusteesOfTheBritishMuseum|Visva-BharatiUniversityAlumni|WesleyanUniversityPeople|Academician109759069|AcademicsOfTheLondonSchoolOfEconomics|Acquirer109764201|Adult109605289|AlumniOfTrinityCollegeCambridge|Alumnus109786338|Artist109812338|Associate109816771|Atheist109820044|BengaliNobelLaureates|BengaliPeople|CausalAgent100007347|Colleague109935990|Communicator109610660|Creator109614315|Disbeliever110015897|Economist110043643|Educator110045713|Expert109617867|Fiduciary110086074|HeadOfState110164747|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Maestro110280130|Negotiator110351874|NonreligiousPerson109625789|Object100002684|Organism100004475|Peer109626238|Person100007846|President110467179|Professional110480253|Recipient109627906|Representative110522035|Scholar110557854|Scientist110560637|SocialScientist110619642|Specialist110631941|Theorist110706812|Trustee110732314|Whole100003553|YagoLegalActorGeo|DevelopmentEconomists|DevelopmentSpecialists|FellowsOfAllSoulsCollegeOxford|FellowsOfNuffieldCollegeOxford|FellowsOfTheAmericanAcademyOfArtsAndSciences|FellowsOfTheBritishAcademy|FellowsOfTheEconometricSociety|FeministEconomists|PhysicalEntity100001930|PresidencyUniversityKolkataAlumni|PresidentsOfTheEconometricSociety|NobelLaureatesInEconomics|PeopleAssociatedWithSantiniketan|PeopleFromWestBengal|PoliticalTheorists|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences","NULL"
"NULL","Claude Cohen-Tannoudji","{Nobel Prize in Physics|Lilienfeld Prize|Harvey Prize}","1933-04-01","1933-01-01T00:00:00+02:00","{French Algeria|Constantine Algeria}","NULL","NULL","NULL","Algeria","NULL","NULL","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|JewishInventors|LaserResearchers|LivingPeople|Acquirer109764201|AlgerianEmigrantsToFrance|AlumniOfThe%C3%89coleNormaleSup%C3%A9rieure|Alumnus109786338|CausalAgent100007347|Creator109614315|Emigrant110051975|Honoree110183757|Intellectual109621545|Inventor110214637|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|ResearchWorker110523076|Scholar110557854|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|FrenchNobelLaureates|FrenchPeopleOfAlgerianDescent|FrenchPhysicists|Migrant110314952|PhysicalEntity100001930|NobelLaureatesInPhysics|OpticalPhysicists|PeopleFromConstantineAlgeria|YagoLegalActor}","Nobel Prize in Physics","NULL"
"NULL","Charles K. Kao","{Japan Prize|Marconi Prize|Faraday Medal|James C. McGroddy Prize for New Materials|Stuart Ballantine Medal|Nobel Prize in Physics|Asian of the Century|Charles Stark Draper Prize|Order of the British Empire|Grand Bauhinia Medal|IEEE Alexander Graham Bell Medal|IEEE Morris N. Liebmann Memorial Award|3463 Kaokuen|C&C Prize|Prince Philip Medal|SPIE Gold Medal}","1933-11-04","1933-01-01T00:00:00+02:00","{Shanghai|Republic of China (1912–49)}","NULL","NULL","NULL","NULL","NULL","{University of Greenwich|University College London|University of London}","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|HongKongAcademics|HongKongEmigrantsToTheUnitedStates|HongKongEngineers|HongKongNobelLaureates|HongKongScientists|JapanPrizeLaureates|LivingPeople|ViceChancellor110751026|ViceChancellorsAndPresidentsOfUniversitiesInHongKong|YaleUniversityFellows|Academician109759069|AcademicsOfImperialCollegeLondon|AcademicsOfQueenMaryUniversityOfLondon|Acquirer109764201|Administrator109770949|Adult109605289|AlumniOfTheUniversityOfGreenwich|AlumniOfUniversityCollegeLondon|Alumnus109786338|AmericanAcademics|AmericanElectricalEngineers|AmericanNobelLaureates|AmericanPhysicists|Associate109816771|BritishAcademics|BritishElectricalEngineers|BritishNobelLaureates|BritishPeopleOfHongKongDescent|BritishPhysicists|BritishScientists|CausalAgent100007347|Citizen109923673|Colleague109935990|Educator110045713|ElectricalEngineer110049017|Emigrant110051975|Engineer109615807|Head110162991|Honoree110183757|Intellectual109621545|Laureate110249011|Leader109623038|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|ChineseEducators|ChineseEngineers|ChinesePhysicists|EthnicChineseNobelLaureates|FellowsOfTheInstitutionOfEngineeringAndTechnology|FellowsOfTheRoyalAcademyOfEngineering|FellowsOfTheRoyalSociety|Migrant110314952|National109625401|PhysicalEntity100001930|ShanghaiNobelLaureates|NaturalisedCitizensOfTheUnitedKingdom|NaturalizedCitizensOfTheUnitedStates|NobelLaureatesInPhysics|PeopleWithAlzheimer'sDisease|YagoLegalActor}","Nobel Prize in Physics","NULL"
"NULL","John L. Hall","Nobel Prize in Physics","1934-08-21","1934-01-01T00:00:00+02:00","{Colorado|Denver|United States}","NULL","NULL","NULL","United States","NULL","Carnegie Institute of Technology","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LaserResearchers|LivingPeople|Acquirer109764201|AlumniOfTheUniversityOfGlasgow|Alumnus109786338|AmericanNobelLaureates|AmericanPhysicists|CarnegieMellonUniversityAlumni|CausalAgent100007347|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|ResearchWorker110523076|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInPhysics|OpticalPhysicists|PeopleFromDenverColorado|YagoLegalActor}","Nobel Prize in Physics","NULL"
"NULL","Daniel Kahneman","{University of Louisville|American Psychological Association|Association for Psychological Science|Nobel Memorial Prize in Economic Sciences}","1934-03-05","1934-01-01T00:00:00+02:00","{Tel Aviv|Mandatory Palestine|Israel}","NULL","NULL","NULL","Israel","NULL","{University of California Berkeley|Hebrew University of Jerusalem}","{Economics|Psychology}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HarvardFellows|IsraeliEmigrantsToTheUnitedStates|IsraeliNobelLaureates|IsraeliPeopleOfLithuanianOrigin|IsraeliScientists|JewishAmericanScientists|LivingPeople|Acquirer109764201|AmericanPeopleOfLithuanian-JewishDescent|AmericanPsychologists|Associate109816771|BehavioralEconomists|CausalAgent100007347|Colleague109935990|Economist110043643|Emigrant110051975|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Psychologist110488865|Recipient109627906|Scientist110560637|SocialScientist110619642|Theorist110706812|Traveler109629752|Whole100003553|YagoLegalActorGeo|CognitiveScientist109934647|CognitiveScientists|FellowsOfTheAmericanAcademyOfArtsAndSciences|FellowsOfTheEconometricSociety|FellowsOfTheSocietyOfExperimentalPsychologists|FinancialEconomists|FramingTheorists|Migrant110314952|PhysicalEntity100001930|SocialPsychologists|NobelLaureatesInEconomics|PeopleFromTelAviv|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences","NULL"
"NULL","Bengt I. Samuelsson","Nobel Prize in Physiology or Medicine","1934-05-21","1934-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","Sweden","NULL","NULL","Biochemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|LivingPeople|Acquirer109764201|Alumnus109786338|Biochemist109854915|CausalAgent100007347|Chemist109913824|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|StockholmUniversityAlumni|SwedishBiochemists|SwedishNobelLaureates|NobelLaureatesInPhysiologyOrMedicine|PeopleFromHalmstad|YagoLegalActor}","Nobel Prize in Physiology or Medicine","NULL"
"NULL","Howard Martin Temin","Nobel Prize in Physiology or Medicine","1934-12-10","1934-01-01T00:00:00+02:00","Philadelphia","1994-02-09","NULL","NULL","United States","NULL","{California Institute of Technology|Swarthmore College}","Genetics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|Acquirer109764201|Alumnus109786338|AmericanGeneticists|AmericanNobelLaureates|Biologist109855630|CausalAgent100007347|Geneticist110126424|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|SwarthmoreCollegeAlumni|NobelLaureatesInPhysiologyOrMedicine|YagoLegalActor}","Nobel Prize in Physiology or Medicine","NULL"
"NULL","Carlo Rubbia","Nobel Prize in Physics","1934-03-31","1934-01-01T00:00:00+02:00","{Italy|Gorizia|Friuli-Venezia Giulia}","NULL","NULL","NULL","Italy","NULL","{Columbia University|Scuola Normale Superiore di Pisa}","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|ItalianNobelLaureates|ItalianPhysicists|LivingPeople|Acquirer109764201|CausalAgent100007347|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|ExperimentalPhysicists|PhysicalEntity100001930|NobelLaureatesInPhysics|PeopleFromGorizia|PeopleFromTheProvinceOfGorizia|YagoLegalActor}","Nobel Prize in Physics","NULL"
